Grupa ¿ywnoœci;Engelse naam/Food name;Nazwa angielska/Nazwa ¿ywnoœci;Iloœæ;jednostka;kalorycznoœæ (kcal);bia³ko (g);t³uszcz (g);wêglowodany (g)
Cukier, s³odycze i s³odkie sosy;Cane sugar;Cukier trzcinowy;100;g;400;0,5;0;99,5
Owoce;Cranberry compote sweetened;Kompot ¿urawinowy s³odzony;100;g;172;0,4;0,1;41,9
Orzechy i nasiona;Cashew nuts salted;Orzechy nerkowca solone;100;g;615;21,2;48,9;20,8
Orzechy i nasiona;Almonds blanched salted;Migda³y blanszowane solone;100;g;631;21,7;55,8;7,1
Owoce;Cranberries dried sweetened;¯urawina suszona s³odzona;100;g;335;0,5;1,4;77,6
Wêdliny;Horse meat smoked;Miêso koñskie wêdzone;100;g;103;21,7;1,4;0,9
Warzywa;Sweetcorn tinned;Kukurydza cukrowa w puszce;100;g;91;2,9;1,5;14,8
Ziemniaki i bulwy;Potatoes waxy av wo skin boiled;Ziemniaki woskowe bez skórki gotowane;100;g;86;1,8;0,5;17,9
Ser;Mascarpone cheese;Ser mascarpone;100;g;455;7,6;47;0,3
Cukier, s³odycze i s³odkie sosy;Chocolate spread white;Mas³o czekoladowe z bia³ej czekolady;100;g;592;4,6;40;53
Mleko i produkty mleczne;Yoghurt full fat plain Activia;Jogurt pe³not³usty zwyk³y Activia;100;g;68;3,9;3,5;4,7
Mleko i produkty mleczne;Yoghurt drink Activia;Napój jogurtowy Activia;100;g;64;3;0,9;10,8
Ryby, skorupiaki i miêczaki;Herring pickled w gherkin;ŒledŸ marynowany w ogórku kiszonym;100;g;182;16;12,8;0,5
Ró¿ne potrawy;Salt sea;Sól morska;100;g;0;0;0;0
Ser;Cheese spread 45+;Serek topiony 45+;100;g;231;14,3;18,9;1
Wêdliny;Sausage Chorizo;Kie³basa Chorizo;100;g;358;20,7;29,1;3,4
Wêdliny;Sausage grill;Grill do kie³basek;100;g;310;13,2;27,2;3,1
Wêdliny;Turkey (processed meat product);Indyk (przetworzony produkt miêsny);100;g;113;19,8;2,4;3,2
Chleb;Wheat bread brown carbohydrate reduced;Chleb pszenny br¹zowy wêglowodany zredukowane;100;g;241;17,2;8,9;21
Napoje alkoholowe;Shandy;Shandy;100;g;42;0;0;9,7
Miêso i drób;Minced veal raw;Miêso mielone cielêce surowe;100;g;214;19;15,1;0,3
Miêso i drób;Veal tenderloin medaillon raw;Polêdwica cielêca w medalionie surowym;100;g;108;22,9;1,9;0
Miêso i drób;Veal frying steak raw;Sma¿enie steka cielêcego na surowo;100;g;104;21,8;1,9;0
Miêso i drób;Veal rib steak raw;Surowy stek z ¿eberek cielêcych;100;g;167;20,6;9,4;0
Miêso i drób;Sausage veal Braadworst raw;Kie³basa cielêca Braadworst surowa;100;g;217;17,2;16,1;0,5
Miêso i drób;Veal stewing steak raw;Surowy stek cielêcy do duszenia;100;g;117;17,7;5,1;0
Miêso i drób;Veal stewing meat raw;Miêso cielêce do duszenia na surowo;100;g;98;22;1,1;0
Miêso i drób;Pork stewing meat raw;Miêso wieprzowe do duszenia na surowo;100;g;123;21,5;4,1;0
Miêso i drób;Bacon lean smoked raw;Boczek chudy wêdzony na surowo;100;g;325;15,3;29,4;0
Miêso i drób;Bacon rasher prepared in own fat;Plasterki boczku przyrz¹dzone we w³asnym t³uszczu;100;g;435;29,1;35,4;0
Miêso i drób;Pork shoarma seasoning raw;Przyprawa do shoarma wieprzowego na surowo;100;g;146;19,9;7;0,6
Miêso i drób;Beef breast boneless raw;Pierœ wo³owa bez koœci surowa;100;g;152;22,3;7;0
Miêso i drób;Minced veal shallow fried;Miêso mielone cielêce sma¿one na ma³ym ogniu;100;g;286;27,1;19,6;0,2
Miêso i drób;Sausage beef Braadworst raw;Kie³basa wo³owa Braadworst surowa;100;g;207;18,1;14,6;1
Miêso i drób;Pork sparerib raw;Surowe ¿eberka wieprzowe;100;g;200;20,4;13;0,1
Miêso i drób;Beef ribeye steak raw;Surowy stek z antrykotu wo³owego;100;g;170;21,2;9,4;0
Miêso i drób;Beef T-bone steak raw;Surowy stek wo³owy T-bone;100;g;189;22;11,2;0
Miêso i drób;Minced beef lean raw;Miêso mielone wo³owe chude surowe;100;g;182;20;11,1;0,3
Miêso i drób;Minced beef lean shallow fried;Miêso mielone wo³owe chude sma¿one na ma³ym ogniu;100;g;293;29,6;19,1;0,4
Miêso i drób;Veal schnitzel not breaded prepared;Kotlet cielêcy nie panierowany przygotowany;100;g;144;29,4;2,9;0
Mleko i produkty mleczne;Yoghurt Turkish 4% fat;Jogurt turecki 4% t³uszczu;100;g;69;3,9;4,2;3,3
Ser;Cheese Turkish 60+ cow's milk canned;Ser turecki 60+ z mleka krowiego w puszce;100;g;287;12,7;26;0,4
Ser;Cheese sheep/goat Turkish 50+ canned;Ser owczy/kozi turecki 50+ w puszce;100;g;297;15,5;26,1;0,1
Chleb;Wheat bread brown Turkish;Chleb pszenny br¹zowy turecki;100;g;248;10,6;1,7;44,2
Mleko i produkty mleczne;Yoghurt Turkish 10% fat;Jogurt turecki 10% t³uszczu;100;g;119;3,5;10,1;3,1
Warzywa;Sweet pepper orange raw;Papryka s³odka pomarañczowa surowa;100;g;28;0,8;0,3;4,7
Roœliny str¹czkowe;Beans white canned;Fasola bia³a konserwowa;100;g;105;6,9;0,8;14
Mleko i produkty mleczne;Porridge oatmeal prepared w semi-skimmed milk unsweetened;Owsianka przygotowana z pó³t³ustego mleka nies³odzonego;100;g;80;4,4;2,1;10,7
T³uszcze i oleje;Oil linseed;Olej lniany;100;g;900;0;100;0
Chleb;Wheat bread brown low sodium;Chleb pszenny br¹zowy o niskiej zawartoœci sodu;100;g;236;9,8;1,7;42,9
Zbo¿a i produkty zbo¿owe;Oat bran;Otrêby owsiane;100;g;367;17,3;7;50,8
Cukier, s³odycze i s³odkie sosy;Syrup maple;Syrop klonowy;100;g;269;0;0,1;67,2
Cukier, s³odycze i s³odkie sosy;Syrup apple fortified w iron;Syrop jab³kowy wzbogacony ¿elazem;100;g;287;1,6;0;67,6
Warzywa;Vegetables for soup cooked;Warzywa do zupy gotowane;100;g;31;1,1;0,3;4,6
Ryby, skorupiaki i miêczaki;Tuna prepared wo fat;Tuñczyk przygotowany bez t³uszczu;100;g;122;29,2;0,6;0
Roœliny str¹czkowe;Beans mung boiled;Fasola mung gotowana;100;g;102;7,6;0,4;13,3
Mleko i produkty mleczne;Yoghurt full fat w fruit/vanilla Activia;Jogurt pe³not³usty z owocami/wanili¹ Activia;100;g;94;3,8;3;12,2
Zbo¿a i produkty zbo¿owe;Puff pastry w butter baked;Ciasto francuskie pieczone w maœle;100;g;614;7;47;40
Warzywa;Mustard leaves boiled;Liœcie gorczycy gotowane;100;g;21;2;0,2;1,8
Warzywa;Cabbage pak-choi cooked;Kapusta pak-choi gotowana;100;g;17;1,6;0,2;1,7
Warzywa;Parsnip raw;Surowy pasternak;100;g;71;1,8;1,1;11
Warzywa;Parsnip boiled;Pasternak gotowany;100;g;68;1,6;1,2;11,4
Warzywa;Bitter gourd pods boiled;Str¹ki gorzkiej tykwy gotowane;100;g;18;0,8;0,2;2,3
Warzywa;Okra boiled;Okra gotowana;100;g;22;1,9;0,2;2
Ryby, skorupiaki i miêczaki;Cod dried, salted, soaked, boiled;Dorsz suszony, solony, moczony, gotowany;100;g;138;32,5;0,9;0
Miêso i drób;Mince chicken raw;Miêso z kurczaka mielone na surowo;100;g;147;21,5;6,8;0
Zbo¿a i produkty zbo¿owe;Quinoa raw;Surowa quinoa;100;g;354;14,1;6,1;57,2
Zbo¿a i produkty zbo¿owe;Quinoa cooked;Quinoa gotowana;100;g;114;4,4;1,9;18,5
Ser;Cheese 30+ age 4-8 weeks;Ser 30+ wiek 4-8 tygodni;100;g;280;30,1;17,7;0
Ser;Cheese 30+ age 8 wk-4 mths;Ser 30+ wiek 8 tyg.-4 m-ce;100;g;278;29,3;17,9;0
Ser;Cheese 30+ age 4-7 mths;Ser 30+ wiek 4-7 miesiêcy;100;g;306;31,9;19,8;0
Ser;Cheese 30+ age 10-12 mths;Ser 30+ wiek 10-12 miesiêcy;100;g;307;31,7;20;0
Ser;Cheeseproduct w veg fat Kees jong belegen;Produkt serowy z t³uszczem roœlinnym Kees jong belegen;100;g;387;29;30,1;0
Ser;Cheeseprod w veg fat Kees oud;Cheeseprod z t³uszczem roœlinnym Kees oud;100;g;403;31;31;0
Wytrawne pasty chlebowe;Salad coleslaw;Sa³atka coleslaw;100;g;191;1,4;16,9;7,1
Roœliny str¹czkowe;Beans kidney red canned;Fasola czerwona nerkowata konserwowa;100;g;116;8,2;0,7;15,1
Roœliny str¹czkowe;Peas chick canned;Groszek konserwowy z kurczaka;100;g;140;7,9;2,5;17,9
Zbo¿a i produkty zbo¿owe;Pasta w fibre Honig raw;Makaron z b³onnikiem Miêso surowe;100;g;336;11;1,5;64
Owoce;Medlar;Niesplik;100;g;50;0,5;0,2;10,6
Ryby, skorupiaki i miêczaki;Anchovy raw;Surowe sardele;100;g;125;20,4;4,8;0
Zbo¿a i produkty zbo¿owe;Bulgur wheat cooked;Kasza bulgur gotowana;100;g;80;3,1;0,2;14,1
Zbo¿a i produkty zbo¿owe;Noodles boiled;Makaron gotowany;100;g;103;1,8;0,2;23
Wytrawne pasty chlebowe;Hummus natural;Hummus naturalny;100;g;320;7,7;25,8;11,3
Warzywa;Glasswort raw;Surowy szkliwik;100;g;14;0,7;0,2;1,1
Chleb;Wheat bread wholemeal fine w seeds;Chleb pszenny pe³noziarnisty drobny z ziarnami;100;g;273;12,3;7,3;35,8
Chleb;Wheat bread wholemeal fine w sunflower seeds;Chleb pszenny pe³noziarnisty drobny z ziarnami s³onecznika;100;g;282;11,7;8,6;36,2
Chleb;Wheat bread wholemeal coarse w seeds;Chleb pszenny pe³noziarnisty gruby z ziarnami;100;g;275;12,6;7,5;35,1
Chleb;Wheat bread wholemeal coarse w sunflower seeds;Chleb pszenny pe³noziarnisty gruby z ziarnami s³onecznika;100;g;284;12,1;8,9;35,6
Chleb;Wheat bread wholemeal coarse w pumpkin seeds;Chleb pszenny pe³noziarnisty gruby z pestkami dyni;100;g;276;13,6;7,8;34,4
Napoje alkoholowe;Beer white;Piwo bia³e;100;g;47;0,5;0;3,7
Napoje alkoholowe;Vodka;Wódka;100;g;234;0;0;0
Roœliny str¹czkowe;Peas split green boiled;Groszek zielony ³uskany gotowany;100;g;122;7,9;1,2;16,6
Napoje bezalkoholowe;Fruit juice drink apple nectar;Napój owocowy nektar jab³kowy;100;g;37;0;0;9,1
Owoce;Kiwi fruit yellow;Kiwi ¿ó³te;100;g;66;1;0,3;12,4
Warzywa;Asparagus green raw;Szparagi zielone surowe;100;g;28;3;0,1;2,8
Owoce;Olives ripe in brine tinned/glass;Oliwki dojrza³e w solance w puszce/szklance;100;g;162;0,9;14;1,7
Sosy pikantne;Pesto red;Pesto czerwone;100;g;368;5;35;7
Warzywa;Vegetables for stir-frying oriental cooked;Warzywa do sma¿enia orientalne gotowane;100;g;22;1;0,2;2,8
Warzywa;Seaweed nori dried;Suszone wodorosty nori;100;g;254;31,5;1,5;10,5
Zbo¿a i produkty zbo¿owe;Noodles instant prepared;Makaron instant przygotowany;100;g;227;3,4;11,1;27,8
Wytrawne pasty chlebowe;Salad salmon;£osoœ sa³atkowy;100;g;338;9,3;31;5,2
Wytrawne pasty chlebowe;Salad tuna;Tuñczyk sa³atkowy;100;g;288;11,4;24,1;6,2
Wytrawne pasty chlebowe;Salad crab;Krab sa³atkowy;100;g;282;5,2;24;11,5
Wytrawne pasty chlebowe;Salad shrimp;Krewetki sa³atkowe;100;g;299;6,7;27,6;5,9
Mleko i produkty mleczne;Milk semi-skimmed lactose free;Mleko pó³t³uste bez laktozy;100;g;44;3,4;1,5;4,4
T³uszcze i oleje;Oil coconut;Olej kokosowy;100;g;892;0;99,1;0
Cukier, s³odycze i s³odkie sosy;Fudge/caramel soft;Karmel;100;g;435;1,9;16;70,8
Cukier, s³odycze i s³odkie sosy;Mentos cheewy dragee;dra¿e Mentos;100;g;387;0;1,9;92,5
Zbo¿a i produkty zbo¿owe;Pasta gluten free cooked Schar;Makaron bezglutenowy gotowany Schar;100;g;143;3,6;1;29,5
Zbo¿a i produkty zbo¿owe;Pasta w fibre Honig cooked;Makaron z b³onnikiem Miêso gotowane;100;g;134;4,4;0,6;25,6
Ryby, skorupiaki i miêczaki;Surimi;Surimi;100;g;122;6,8;3,6;15,5
Ryby, skorupiaki i miêczaki;Sardines grilled;Sardynki grillowane;100;g;171;25,3;7,8;0
Zbo¿a i produkty zbo¿owe;Filo pastry unprepared;Ciasto filo nieprzygotowane;100;g;286;8;1,9;57,9
Napoje alkoholowe;Beer w fruitjuice Radler;Piwo z sokiem owocowym Radler;100;g;39;0,4;0;6,5
Napoje alkoholowe;Beer bock;KoŸlak piwny;100;g;61;0,6;0;5,2
Mleko i produkty mleczne;Yoghurt semi-skimmed lactose free;Jogurt pó³t³usty bez laktozy;100;g;42;4,5;1,5;2
Mleko i produkty mleczne;Yoghurt drink Actimel fruit;Napój jogurtowy Actimel owocowy;100;g;72;2,7;1,5;11,7
Ryby, skorupiaki i miêczaki;Pollock (Alaska) raw;Pollock (Alaska) surowy;100;g;72;16,4;0,7;0
Ryby, skorupiaki i miêczaki;Pollock (Alaska) steamed;Pollock (Alaska) gotowany na parze;100;g;120;27,4;1,2;0
Ryby, skorupiaki i miêczaki;Prawns cooked;Krewetki gotowane;100;g;70;15,4;0,9;0
Ryby, skorupiaki i miêczaki;Lemon sole raw;Sola cytrynowa surowa;100;g;73;16,7;0,7;0
Ryby, skorupiaki i miêczaki;Pangasius raw;Panga surowa;100;g;74;14,9;1,6;0
Wêdliny;Processed meat products low sodium;Przetworzone produkty miêsne o niskiej zawartoœci sodu;100;g;179;16,1;11,1;3,5
Chleb;Wheat bread wholemeal fine w pumpkin seeds;Chleb pszenny pe³noziarnisty drobny z pestkami dyni;100;g;274;13,2;7,5;35
Chleb;Wheat bread av brown and wholemeal ; Chleb pszenny av br¹zowy i pe³noziarnisty;100;g;235;10,5;2;41
Chleb;Wheat bread av brown and wholemeal w seeds;Chleb pszenny br¹zowy i pe³noziarnisty z ziarnami;100;g;275;11,9;7,1;37,2
Warzywa;Artichoke hearts canned;Serca karczochów w puszce;100;g;27;2,1;0,4;1,5
Warzywa;Lettuce romaine raw;Sa³ata rzymska surowa;100;g;17;1,2;0,3;1,2
T³uszcze i oleje;Frying oil;Olej do sma¿enia;100;g;900;0;100;0
Owoce;Olives av in brine tinned/glass;Oliwki w solance w puszce/szklance;100;g;122;0,9;11,6;0,8
T³uszcze i oleje;Low fat margarine 40% fat <17g sat fa fortified w vit E salted;Margaryna o niskiej zawartoœci t³uszczu 40% t³uszczu <17g nasycona, wzbogacona wit. E, solona;100;g;360;0;40;0
Owoce;Melon cantaloupe;Melon kantalupa;100;g;38;0,8;0,2;7,9
Sosy pikantne;Sauce chilli;Sos chili;100;g;149;0,3;0,3;35,8
Sosy pikantne;Sauce garlic 30-<40% oil;Sos czosnkowy 30-<40% oleju;100;g;378;1;36,2;12
Wêdliny;Roastbeef;Pieczeñ wo³owa;100;g;156;27,2;5,1;0,2
Cukier, s³odycze i s³odkie sosy;Chocolate sprinkles extra dark;Posypka czekoladowa ekstra ciemna;100;g;424;7,8;18,3;53,7
Cukier, s³odycze i s³odkie sosy;Marmalade;Marmolada;100;g;260;0,3;0,2;63,9
Zio³a i przyprawy;Soup instant powder;Zupa w proszku instant;100;g;372;9,6;12,1;54,2
Cukier, s³odycze i s³odkie sosy;Chocolate flakes white;P³atki czekoladowe bia³e;100;g;458;5,9;14;77
Cukier, s³odycze i s³odkie sosy;Syrup ginger;Syrop imbirowy;100;g;215;0;0,4;52,2
Napoje bezalkoholowe;Coconut water plain;Woda kokosowa zwyk³a;100;g;18;0;0;4,5
Cukier, s³odycze i s³odkie sosy;Syrup apple-pear;Syrop jab³kowo-gruszkowy;100;g;253;1,1;0;60,3
Ser;Cheese Feta;Ser Feta;100;g;274;16,6;22,8;0,6
Mleko i produkty mleczne;Yoghurt drink fortified w calcium;Napój jogurtowy wzbogacony wapniem;100;g;55;1,8;0;11,7
Cukier, s³odycze i s³odkie sosy;Sorbet;Sorbet;100;g;126;0,2;0,1;30,8
Ser;Cheese white 45+ feta-like from cow's milk;Ser bia³y 45+ typu feta z mleka krowiego;100;g;247;17,1;19,6;0,6
T³uszcze i oleje;Oil sesame;Olej sezamowy;100;g;898;0,2;99,7;0
Ser;Cheese Ricotta;Ser Ricotta;100;g;141;8;10,3;3,9
Orzechy i nasiona;Peanuts milkchocolate coated;Orzeszki ziemne w mlecznej czekoladzie;100;g;568;16,1;39,1;35,5
Zbo¿a i produkty zbo¿owe;Breakfast cereal Tresor Kellogg's;P³atki œniadaniowe Tresor Kellogg's;100;g;448;7,4;15,7;67,3
Zbo¿a i produkty zbo¿owe;Breakfast cereal Honey pops Kellogg's;P³atki œniadaniowe Honey Pops Kellogg's;100;g;389;5;1;88
Owoce;Goji berries dried;Suszone jagody goji;100;g;343;14,3;0,4;64,1
Orzechy i nasiona;Hemp seed;Nasiona konopi;100;g;592;31,6;48,8;4,7
Orzechy i nasiona;Chia seeds dried;Nasiona chia suszone;100;g;443;16,5;30,7;7,7
Owoce;Mulberries raw;Morwy surowe;100;g;45;1,4;0,4;8,1
T³uszcze i oleje;Oil rapeseed;Olej rzepakowy;100;g;899;0;99,9;0
Zio³a i przyprawy;Mint fresh;Miêta œwie¿a;100;g;49;3,8;0,7;5,1
T³uszcze i oleje;Oil vegetable av;Olej roœlinny av;100;g;898;0,1;99,7;0
Chleb;Wheat corn bread white w seeds;Chleb pszenny kukurydziany bia³y z nasionami;100;g;298;12,3;8,5;40,1
Chleb;Wheat bread white av milk/water based w seeds;Chleb pszenny bia³y na bazie mleka/wody z nasionami;100;g;287;10,7;6,9;43,2
Orzechy i nasiona;Almonds w skin unsalted;Migda³y ze skórk¹ niesolone;100;g;622;25,4;53,4;5
Orzechy i nasiona;Brazil nuts salted;Orzechy brazylijskie solone;100;g;687;14,3;67,1;2,6
Zbo¿a i produkty zbo¿owe;Rice white raw w candied fruit, nuts and seeds;Ry¿ bia³y surowy z kandyzowanymi owocami, orzechami i nasionami;100;g;385;7,9;15,1;51,7
Wytrawne pasty chlebowe;Salad cheese;Ser sa³atkowy;100;g;422;9;39,4;6,8
Owoce;Peach w skin;Brzoskwinia ze skórk¹;100;g;40;1;0,1;7,2
Cukier, s³odycze i s³odkie sosy;Sugar powdered;Cukier puder;100;g;396;0;0;99
Wêdliny;Pork rolled (processed meat product);Roladki wieprzowe (produkt miêsny przetworzony);100;g;129;19,7;5,1;1,1
Chleb;Cracker mini unflavoured;Mini krakersy bezsmakowe;100;g;442;10,9;12,9;69,3
Chleb;Cracker mini flavoured;Mini krakersy smakowe;100;g;435;10,4;12,6;68,3
Sosy pikantne;Tapenade tomato;Pomidor tapenada;100;g;291;3,1;24,7;12,2
Sosy pikantne;Aioli;Aioli;100;g;726;1,5;78,6;2,9
Orzechy i nasiona;Walnuts salted;Orzechy w³oskie solone;100;g;706;15,9;68,1;5,1
Orzechy i nasiona;Nuts macadamia salted;Orzechy makadamia solone;100;g;753;7,8;76,1;5,4
Orzechy i nasiona;Pistachio nuts unsalted;Orzechy pistacjowe niesolone;100;g;592;23,8;48,3;10,8
Orzechy i nasiona;Almonds w skin salted;Migda³y w skórce solone;100;g;622;25,4;53,4;5
Owoce;Kiwi fruit av;Owoce kiwi;100;g;64;1;0,6;11,4
Sosy pikantne;Guacamole;Guacamole;100;g;153;1,7;14,5;2,5
Cukier, s³odycze i s³odkie sosy;Icing (sugar);Lukier (cukier);100;g;354;0;0;88,4
Zbo¿a i produkty zbo¿owe;Breakfast cereal cornflakes Plus/1 de Beste;P³atki œniadaniowe kukurydziane Plus/1 de Beste;100;g;381;8;1,1;83,1
Zbo¿a i produkty zbo¿owe;Breakfast cereal Choco moons Crownfield;P³atki œniadaniowe Choco Moons Crownfield;100;g;382;11,7;3,3;71,9
Zbo¿a i produkty zbo¿owe;Breakfast cereal Honey hoops Crownfield;P³atki œniadaniowe Honey hoops Crownfield;100;g;379;6,3;2,2;80,1
Zbo¿a i produkty zbo¿owe;Breakfast cereal Chocoschelpjes G'woon;P³atki œniadaniowe Chocoscheljes G'woon;100;g;402;9,5;4,8;77
Zbo¿a i produkty zbo¿owe;Breakfast cereal Choco chocos Plus;P³atki œniadaniowe Choco chocos Plus;100;g;392;8,3;3,1;80,9
Sosy pikantne;Tzatziki;Tzatziki;100;g;156;4;13,4;4,1
Cukier, s³odycze i s³odkie sosy;Chocolate extra dark;Czekolada ekstra ciemna;100;g;578;9,2;45,4;27,2
Zio³a i przyprawy;Sauce oyster;Sos ostrygowy;100;g;105;1,5;0,2;24,3
Zio³a i przyprawy;Anise seed;Nasiona any¿u;100;g;384;17,6;15,9;35,4
Orzechy i nasiona;Pecannuts oil roasted salted;Olej z orzechów pekan pra¿ony solony;100;g;750;9,2;75,2;4,3
Wêdliny;Sausage dried metworst;Kie³basa suszona metworst;100;g;484;22,3;42,5;2,7
Roœliny str¹czkowe;Beans black eyed canned;Fasola czarnooka w puszce;100;g;126;7,8;0,9;18,9
Roœliny str¹czkowe;Beans brown boiled;Fasola br¹zowa gotowana;100;g;108;6,1;0,7;15,2
Roœliny str¹czkowe;Lentils brown canned;Soczewica br¹zowa konserwowa;100;g;112;7,6;0,8;15,6
Roœliny str¹czkowe;Beans cannellini canned;Fasola cannellini w puszce;100;g;113;7,1;1,1;15
Roœliny str¹czkowe;Beans chilli canned;Fasola chili konserwowa;100;g;106;6,3;0,8;15,8
Roœliny str¹czkowe;Peas marrowfat young canned;Groszek szpikowy m³ody konserwowy;100;g;93;5,7;0,7;13,2
Roœliny str¹czkowe;Beans kidney red boiled;Fasola czerwona nerkowata gotowana;100;g;115;8,3;0,7;13,9
Roœliny str¹czkowe;Lentils red boiled;Soczewica czerwona gotowana;100;g;110;7,7;0,6;16,1
Roœliny str¹czkowe;Beans white boiled;Fasola bia³a gotowana;100;g;113;7,8;1;13,4
Roœliny str¹czkowe;Beans black canned;Fasola czarna konserwowa;100;g;113;7,9;1;14,1
Ser;Cheese Danish Blue;Ser duñski pleœniowy;100;g;350;20,5;29,5;0
Mleko i produkty mleczne;Milk semi-skimmed fortified w calcium and vit D;Mleko pó³t³uste wzbogacone wapniem i witamin¹ D;100;g;47;3,5;1,6;4,7
Zbo¿a i produkty zbo¿owe;Puff pastry av baked;Ciasto francuskie pieczone;100;g;614;7;47;40
Napoje alkoholowe;Irish coffee;Kawa irlandzka;100;g;166;0,7;8,7;6,7
Mleko i produkty mleczne;Milk chocolate-flavoured semi-skimmed w sweetner;Czekolada mleczna pó³t³usta z dodatkiem s³odzika;100;g;48;3,3;1,7;4,5
Napoje bezalkoholowe;Wine alcohol free;Wino bezalkoholowe;100;g;23;0,1;0,1;5,3
Ró¿ne potrawy;Vinegar Balsamic;Ocet balsamiczny;100;g;123;0,7;0;25,3
Zbo¿a i produkty zbo¿owe;Bread crumbs w herbs;Bu³ka tarta z zio³ami;100;g;378;13;3,5;71,3
Zbo¿a i produkty zbo¿owe;Bakery mix for cake plain;Mieszanka do wypieku ciasta zwyk³ego;100;g;367;5,1;0,6;84,6
Warzywa;Bami vegetables raw;Warzywa Bami surowe;100;g;27;1,8;0,1;3,5
Chleb;Crispbread light plain;Chrupkie pieczywo jasne zwyk³e;100;g;380;13;3,5;72
Ryby, skorupiaki i miêczaki;Tuna w vegetables and tomato sauce canned;Tuñczyk z warzywami i sosem pomidorowym w puszce;100;g;98;11,7;3,5;4,8
Ryby, skorupiaki i miêczaki;Seafood cooked;Owoce morza gotowane;100;g;112;16,9;2,9;4,6
Warzywa;Vegetables for stir-frying Dutch raw;Warzywa do sma¿enia na patelni holenderskie surowe;100;g;27;1,5;0,3;3,5
Warzywa;Vegetables for stir-frying Italian raw;Warzywa do sma¿enia na patelni, w³oskie, surowe;100;g;28;1,2;0,2;4,2
Warzywa;Vegetables for stir-frying Oriental raw;Warzywa do sma¿enia Orientalne surowe;100;g;29;1,7;0,2;3,9
Mleko i produkty mleczne;Yogurt Greek skimmed;Jogurt grecki odt³uszczony;100;g;56;8,2;0,1;5
Wytrawne pasty chlebowe;Peanut butter 100% peanuts wo salt;Mas³o orzechowe 100% orzechów arachidowych bez soli;100;g;611;26,5;49,1;11,6
Miêso i drób;Veal av raw;Cielêcina na surowo;100;g;127;21,3;4,7;0
Ró¿ne potrawy;Salt bakers w added iodin;Sól piekarska z dodatkiem jodu;100;g;0;0;0;0
Ró¿ne potrawy;Cocoa powder low fat;Kakao w proszku o niskiej zawartoœci t³uszczu;100;g;332;23,4;11;12,4
Wytrawne pasty chlebowe;Nut paste mixed nuts unsalted;Pasta orzechowa mieszana orzechy niesolone;100;g;639;19,8;55,9;10,9
Mleko i produkty mleczne;Skyr skimmed plain;Skyr odt³uszczony;100;g;60;10,6;0;3,7
Zbo¿a i produkty zbo¿owe;Bakery mix for chocolate cake;Mieszanka piekarnicza do ciasta czekoladowego;100;g;377;6,4;3,6;77,8
Zbo¿a i produkty zbo¿owe;Bakery mix for apple pie;Mieszanka do wypieku szarlotki;100;g;341;9,4;1,1;72
Mleko i produkty mleczne;Milk whole lactose free;Mleko pe³ne bez laktozy;100;g;64;3,4;3,6;4,6
Ryby, skorupiaki i miêczaki;Mussels raw;Ma³¿e surowe;100;g;67;11,1;1,7;1,9
Mleko i produkty mleczne;Yoghurt goatmilk full fat;Jogurt z mleka koziego pe³not³usty;100;g;74;3,7;4,7;3,6
Mleko i produkty mleczne;Ice cream chocolate;Lody czekoladowe;100;g;226;3,5;10,4;28,6
Mleko i produkty mleczne;Ice cream dairy vanilla flavoured;Lody mleczne o smaku waniliowym;100;g;220;3;12;24,9
Mleko i produkty mleczne;Ice cream dairy w vegetal fat vanilla flavoured;Lody mleczne z t³uszczem roœlinnym o smaku waniliowym;100;g;212;2,9;10,7;25,8
Mleko i produkty mleczne;Ice cream dairy w fruit;Lody mleczne z owocami;100;g;194;2,7;8,1;27,1
Zbo¿a i produkty zbo¿owe;Bakery mix for pancakes wholemeal;Mieszanka piekarnicza do naleœników pe³noziarnista;100;g;352;13;5,1;59,4
Ziemniaki i bulwy;Jerusalem artichoke raw;Surowy topinambur;100;g;75;2;0,5;13,4
Owoce;Melon av;Melon;100;g;31;0,5;0;6,9
Cukier, s³odycze i s³odkie sosy;Chocolate filled w peanuts;Czekolada z nadzieniem orzechowym;100;g;582;15,8;42,6;31
Chleb;Gluten free bread dark;Chleb bezglutenowy ciemny;100;g;205;4,1;3,6;35
Chleb;Gluten free bread light;Chleb bezglutenowy light;100;g;212;4,1;3,1;38,9
Chleb;Gluten free bread multiseeds;Chleb bezglutenowy wieloziarnisty;100;g;236;5;7;33,5
Chleb;Gluten free bread sourdough;Chleb bezglutenowy na zakwasie;100;g;266;4,3;4,2;49
Zio³a i przyprawy;Herbs green fresh av;Zio³a zielone œwie¿e av;100;g;43;3,3;0,7;4,1
Ziemniaki i bulwy;Gnocchi cooked;Gnocchi gotowane;100;g;155;3,5;0,2;34
Ziemniaki i bulwy;Gnocchi unprepared;Gnocchi nieprzygotowane;100;g;174;3,9;0,3;37,9
Roœliny str¹czkowe;Beans brown canned/glass no salt added;Fasola br¹zowa w puszce/szklance bez dodatku soli;100;g;118;8;0,9;15,9
Roœliny str¹czkowe;Lentils canned/glass no salt added;Soczewica w puszce/szklance bez dodatku soli;100;g;93;7,7;0,5;12,5
Roœliny str¹czkowe;Peas chick canned/glass no salt added;Groszek z kurczaka w puszce/szklance bez dodatku soli;100;g;117;6,8;2,5;13,5
